2025-02-02T19:10:36.677314,bruce-banner,1,Vìnnie,5282,53,1048390571
2025-02-02T19:10:36.677314,bruce-banner,2,iRemiix,5241,64,1176469067
2025-02-02T19:10:36.677314,bruce-banner,3,la kaya,5217,67,376002454
2025-02-02T19:10:36.677314,bruce-banner,4,Milkboy,5190,44,1936082675
2025-02-02T19:10:36.677314,bruce-banner,5,Hogz,5176,41,112928990
2025-02-02T19:10:36.677314,bruce-banner,6,isidor15,5156,83,1309397238
2025-02-02T19:10:36.677314,bruce-banner,7,RaringGarlic18,5155,35,215939088
2025-02-02T19:10:36.677314,bruce-banner,8,notbogur,5152,35,1201081357
2025-02-02T19:10:36.677314,bruce-banner,9,cartluvr,5142,109,2130346783
2025-02-02T19:10:36.677314,bruce-banner,10,FAKER,5137,43,704560659
2025-02-02T19:10:36.677314,bruce-banner,11,Chuckleshaha_,5121,53,678655233
2025-02-02T19:10:36.677314,bruce-banner,12,SparkChief,5115,39,616643254
2025-02-02T19:10:36.677314,bruce-banner,13,MrBeck,5115,55,1790162651
2025-02-02T19:10:36.677314,bruce-banner,14,Xxjeff2000xX,5110,32,2130484342
2025-02-02T19:10:36.677314,bruce-banner,15,hoodieonmars,5110,52,561936437
2025-02-02T19:10:36.677314,bruce-banner,16,burnerpyro,5109,87,1216128626
2025-02-02T19:10:36.677314,bruce-banner,17,Zcube,5103,70,208542408
2025-02-02T19:10:36.677314,bruce-banner,18,nbarrcode,5100,47,1116132367
2025-02-02T19:10:36.677314,bruce-banner,19,Antie,5082,42,1002929076
2025-02-02T19:10:36.677314,bruce-banner,20,Unovvn,5074,30,893457830
2025-02-02T19:10:36.677314,bruce-banner,21,Monzter,5070,117,1124263368
2025-02-02T19:10:36.677314,bruce-banner,22,Impunity,5069,33,1290955273
2025-02-02T19:10:36.677314,bruce-banner,23,blur,5066,32,204003588
2025-02-02T19:10:36.677314,bruce-banner,24,LukaOnTwitch,5058,45,346966595
2025-02-02T19:10:36.677314,bruce-banner,25,BadGDPlayer,5054,173,608807613
2025-02-02T19:10:36.677314,bruce-banner,26,Goatl,5049,52,253467643
2025-02-02T19:10:36.677314,bruce-banner,27,stĭtch,5040,45,1088641789
2025-02-02T19:10:36.677314,bruce-banner,28,Silenz,5036,60,1125877204
2025-02-02T19:10:36.677314,bruce-banner,29,Netwørkz,5035,32,2081375858
2025-02-02T19:10:36.677314,bruce-banner,30,FUNFUN,5016,41,815396308
2025-02-02T19:10:36.677314,bruce-banner,31,LettuceFruit,5013,103,789594273
2025-02-02T19:10:36.677314,bruce-banner,32,Flatsow,5012,38,685274894
2025-02-02T19:10:36.677314,bruce-banner,33,ZDG.,5009,120,810984660
2025-02-02T19:10:36.677314,bruce-banner,34,Рarken,5000,42,1480075724
2025-02-02T19:10:36.677314,bruce-banner,35,iMLK,4998,75,547794794
2025-02-02T19:10:36.677314,bruce-banner,36,oSamuuu,4982,35,1866168910
2025-02-02T19:10:36.677314,bruce-banner,37,TMOUZ,4978,72,901636823
2025-02-02T19:10:36.677314,bruce-banner,38,PpYuLh6,4977,66,396233580
2025-02-02T19:10:36.677314,bruce-banner,39,itsnomor3,4968,91,457207063
2025-02-02T19:10:36.677314,bruce-banner,40,GGFREELOOSE,4963,99,1948916010
2025-02-02T19:10:36.677314,bruce-banner,41,Taimou,4962,80,1596754186
2025-02-02T19:10:36.677314,bruce-banner,42,BeheMoth202,4955,35,1426303495
2025-02-02T19:10:36.677314,bruce-banner,43,prefaze,4954,33,510462228
2025-02-02T19:10:36.677314,bruce-banner,44,Porkow,4951,34,625641423
2025-02-02T19:10:36.677314,bruce-banner,45,Secret',4937,47,1399310417
2025-02-02T19:10:36.677314,bruce-banner,46,WalkerFPS,4935,49,225509381
2025-02-02T19:10:36.677314,bruce-banner,47,SlashoSlash,4934,36,7795078
2025-02-02T19:10:36.677314,bruce-banner,48,_Talos_,4915,72,2113278299
2025-02-02T19:10:36.677314,bruce-banner,49,Devious_,4913,30,161039529
2025-02-02T19:10:36.677314,bruce-banner,50,DFist,4911,81,2075566134
2025-02-02T19:10:36.677314,bruce-banner,51,dahania,4910,100,404244248
2025-02-02T19:10:36.677314,bruce-banner,52,frdwnr,4909,137,1335450933
2025-02-02T19:10:36.677314,bruce-banner,53,Tigerdrop,4908,35,1968831049
2025-02-02T19:10:36.677314,bruce-banner,54,urnuss,4907,80,2058461196
2025-02-02T19:10:36.677314,bruce-banner,55,ek.aJ,4906,31,655448126
2025-02-02T19:10:36.677314,bruce-banner,56,Ripplipanic,4905,31,88049009
2025-02-02T19:10:36.677314,bruce-banner,57,xXxChezxXx,4901,97,759750677
2025-02-02T19:10:36.677314,bruce-banner,58,lronSoldier,4899,54,1579242338
2025-02-02T19:10:36.677314,bruce-banner,59,Lose you,4896,97,608027247
2025-02-02T19:10:36.677314,bruce-banner,60,Manneten,4896,47,1316087253
2025-02-02T19:10:36.677314,bruce-banner,61,RUTHLE.SS,4892,74,173808124
2025-02-02T19:10:36.677314,bruce-banner,62,B-Money,4889,38,2047955710
2025-02-02T19:10:36.677314,bruce-banner,63,Daskys,4888,58,873918555
2025-02-02T19:10:36.677314,bruce-banner,64,He'sNasty,4882,235,611101374
2025-02-02T19:10:36.677314,bruce-banner,65,dryptosaurus,4871,87,1824579014
2025-02-02T19:10:36.677314,bruce-banner,66,pai,4869,110,834602348
2025-02-02T19:10:36.677314,bruce-banner,67,Bischu,4865,43,906802144
2025-02-02T19:10:36.677314,bruce-banner,68,hrhor,4865,69,263438763
2025-02-02T19:10:36.677314,bruce-banner,69,No Mercy,4859,34,774751861
2025-02-02T19:10:36.677314,bruce-banner,70,GunnerGDH,4858,35,1373443767
2025-02-02T19:10:36.677314,bruce-banner,71,woash,4856,66,1770119168
2025-02-02T19:10:36.677314,bruce-banner,72,Zunair,4856,31,90975147
2025-02-02T19:10:36.677314,bruce-banner,73,FlyPie,4854,36,1973238290
2025-02-02T19:10:36.677314,bruce-banner,74,iJRP,4854,32,1055262164
2025-02-02T19:10:36.677314,bruce-banner,75,Jer,4853,45,1552299646
2025-02-02T19:10:36.677314,bruce-banner,76,EVIL MAGICIAN,4852,37,850741387
2025-02-02T19:10:36.677314,bruce-banner,77,Vars_,4850,67,1527006624
2025-02-02T19:10:36.677314,bruce-banner,78,Frodle,4847,74,390772268
2025-02-02T19:10:36.677314,bruce-banner,79,dfivz,4846,33,1315477600
2025-02-02T19:10:36.677314,bruce-banner,80,BallWasher,4845,114,1083364019
2025-02-02T19:10:36.677314,bruce-banner,81,디수푸키,4845,33,1562631575
2025-02-02T19:10:36.677314,bruce-banner,82,SpongaBoba,4844,34,1614157597
2025-02-02T19:10:36.677314,bruce-banner,83,vectiz,4843,124,587647682
2025-02-02T19:10:36.677314,bruce-banner,84,OW_Neil,4843,40,673821223
2025-02-02T19:10:36.677314,bruce-banner,85,RogF,4842,77,468429642
2025-02-02T19:10:36.677314,bruce-banner,86,alexsio,4840,170,1789941959
2025-02-02T19:10:36.677314,bruce-banner,87,neebs,4837,50,942768132
2025-02-02T19:10:36.677314,bruce-banner,88,Winton_MR,4837,98,1594802284
2025-02-02T19:10:36.677314,bruce-banner,89,Roylen,4835,49,62652681
2025-02-02T19:10:36.677314,bruce-banner,90,Baefu,4834,151,735811262
2025-02-02T19:10:36.677314,bruce-banner,91,AuraOverload.,4833,37,1964342009
2025-02-02T19:10:36.677314,bruce-banner,92,liltacoo,4832,70,1291761041
2025-02-02T19:10:36.677314,bruce-banner,93,LUKWE,4832,105,1077734020
2025-02-02T19:10:36.677314,bruce-banner,94,PeakInBoots,4832,110,1913715729
2025-02-02T19:10:36.677314,bruce-banner,95,Yuquo,4831,39,1031373810
2025-02-02T19:10:36.677314,bruce-banner,96,BullHall,4826,43,851956887
2025-02-02T19:10:36.677314,bruce-banner,97,Webi Wabo,4821,43,51231550
2025-02-02T19:10:36.677314,bruce-banner,98,Paqrax,4817,116,1993498645
2025-02-02T19:10:36.677314,bruce-banner,99,fahng,4817,34,900194424
2025-02-02T19:10:36.677314,bruce-banner,100,NiwOr,4815,36,603040615
2025-02-02T19:10:50.967525,the-punisher,1,bedtime5tory,5242,111,1988565808
2025-02-02T19:10:50.967525,the-punisher,2,Doly,5113,71,1054211722
2025-02-02T19:10:50.967525,the-punisher,3,GUCKFALEE,5106,64,1701661468
2025-02-02T19:10:50.967525,the-punisher,4,EatingPizzaRn,5101,43,928830983
2025-02-02T19:10:50.967525,the-punisher,5,Knuten,5091,37,1626846043
2025-02-02T19:10:50.967525,the-punisher,6,manually,5086,32,289579190
2025-02-02T19:10:50.967525,the-punisher,7,MyRemedy,5072,65,320164165
2025-02-02T19:10:50.967525,the-punisher,8,rqqz,5070,56,1692729847
2025-02-02T19:10:50.967525,the-punisher,9,Josh369,5043,70,1886301703
2025-02-02T19:10:50.967525,the-punisher,10,KssarPlayz,5039,34,1873065978
2025-02-02T19:10:50.967525,the-punisher,11,BOGARDSIGMA123,5017,35,2098765298
2025-02-02T19:10:50.967525,the-punisher,12,MAR丨HEAVEN,5016,39,992147989
2025-02-02T19:10:50.967525,the-punisher,13,m4rch,5012,31,1622743987
2025-02-02T19:10:50.967525,the-punisher,14,Wakanda-Foreva,5002,44,1790398222
2025-02-02T19:10:50.967525,the-punisher,15,Fleta2,4999,72,559175581
2025-02-02T19:10:50.967525,the-punisher,16,Atrosty,4998,46,1977949907
2025-02-02T19:10:50.967525,the-punisher,17,enomese,4967,46,1099374403
2025-02-02T19:10:50.967525,the-punisher,18,LewNotSerious,4966,36,871116073
2025-02-02T19:10:50.967525,the-punisher,19,0423tty,4951,161,1151710842
2025-02-02T19:10:50.967525,the-punisher,20,donkeykid123,4947,110,2130678597
2025-02-02T19:10:50.967525,the-punisher,21,notBubbaa,4944,181,1779544886
2025-02-02T19:10:50.967525,the-punisher,22,Kehnys,4943,45,917875476
2025-02-02T19:10:50.967525,the-punisher,23,mue,4942,73,1494848578
2025-02-02T19:10:50.967525,the-punisher,24,-ㅅ-マ,4937,38,341116662
2025-02-02T19:10:50.967525,the-punisher,25,Redrum3,4936,111,933880801
2025-02-02T19:10:50.967525,the-punisher,26,halino,4934,97,309009275
2025-02-02T19:10:50.967525,the-punisher,27,Shabadubie,4932,116,2006485428
2025-02-02T19:10:50.967525,the-punisher,28,lobbyyy,4931,64,2006105335
2025-02-02T19:10:50.967525,the-punisher,29,EloTerrorist96,4931,31,5447516
2025-02-02T19:10:50.967525,the-punisher,30,Rakta,4931,128,339638122
2025-02-02T19:10:50.967525,the-punisher,31,tallbeans,4930,56,204381038
2025-02-02T19:10:50.967525,the-punisher,32,cardin,4927,30,649559192
2025-02-02T19:10:50.967525,the-punisher,33,Fleta,4924,50,1898726871
2025-02-02T19:10:50.967525,the-punisher,34,IBeNO0,4924,56,337845027
2025-02-02T19:10:50.967525,the-punisher,35,sn1pamasta2013,4924,122,673796102
2025-02-02T19:10:50.967525,the-punisher,36,7Dyn,4919,31,1133082396
2025-02-02T19:10:50.967525,the-punisher,37,Ihwaaa,4917,30,1085991076
2025-02-02T19:10:50.967525,the-punisher,38,-Erik Magnus-,4917,39,1795475763
2025-02-02T19:10:50.967525,the-punisher,39,ABG FEIN,4916,108,712664060
2025-02-02T19:10:50.967525,the-punisher,40,canisendnudes,4915,49,1638284089
2025-02-02T19:10:50.967525,the-punisher,41,Sprytom,4914,38,2139423463
2025-02-02T19:10:50.967525,the-punisher,42,smah47,4911,33,1369366006
2025-02-02T19:10:50.967525,the-punisher,43,Rexen.,4904,48,2127765012
2025-02-02T19:10:50.967525,the-punisher,44,asouiz,4902,42,482334504
2025-02-02T19:10:50.967525,the-punisher,45,MarlboroKnight,4901,115,466429761
2025-02-02T19:10:50.967525,the-punisher,46,FAITHFEETWOOD,4901,41,709961717
2025-02-02T19:10:50.967525,the-punisher,47,casheew,4900,93,1306027342
2025-02-02T19:10:50.967525,the-punisher,48,111FRIEREN,4900,31,1964123006
2025-02-02T19:10:50.967525,the-punisher,49,DevHigh,4900,34,1173043622
2025-02-02T19:10:50.967525,the-punisher,50,FoxAA,4899,36,2070888241
2025-02-02T19:10:50.967525,the-punisher,51,VEDTX,4895,48,1398951678
2025-02-02T19:10:50.967525,the-punisher,52,beurandeun,4890,40,1675282518
2025-02-02T19:10:50.967525,the-punisher,53,SchreudzTV,4885,43,2005548628
2025-02-02T19:10:50.967525,the-punisher,54,Snakerrs,4881,44,2018010329
2025-02-02T19:10:50.967525,the-punisher,55,Symfuhny,4877,68,1630491235
2025-02-02T19:10:50.967525,the-punisher,56,Za36h,4876,91,1592881640
2025-02-02T19:10:50.967525,the-punisher,57,00Rust,4872,117,720505106
2025-02-02T19:10:50.967525,the-punisher,58,Lolequn,4872,172,1062227272
2025-02-02T19:10:50.967525,the-punisher,59,SeedOilHater,4869,34,176980549
2025-02-02T19:10:50.967525,the-punisher,60,GressV,4863,49,66238116
2025-02-02T19:10:50.967525,the-punisher,61,BloomPls,4859,60,622481576
2025-02-02T19:10:50.967525,the-punisher,62,bruhzzy,4858,233,1816783295
2025-02-02T19:10:50.967525,the-punisher,63,zz sync,4857,30,1644628818
2025-02-02T19:10:50.967525,the-punisher,64,Redoxicated,4856,36,546950865
2025-02-02T19:10:50.967525,the-punisher,65,Not hugE,4853,36,942177617
2025-02-02T19:10:50.967525,the-punisher,66,Kurse,4853,67,378344813
2025-02-02T19:10:50.967525,the-punisher,67,Soaphx,4850,30,1136352412
2025-02-02T19:10:50.967525,the-punisher,68,Kephrіі,4848,92,1765036784
2025-02-02T19:10:50.967525,the-punisher,69,whoribleplayer,4846,113,575205252
2025-02-02T19:10:50.967525,the-punisher,70,Dabi,4846,32,951313228
2025-02-02T19:10:50.967525,the-punisher,71,good kitten <3,4844,69,475122382
2025-02-02T19:10:50.967525,the-punisher,72,z i a,4844,75,1358232719
2025-02-02T19:10:50.967525,the-punisher,73,hotdogrealbad,4843,110,406914549
2025-02-02T19:10:50.967525,the-punisher,74,Tuckerrz,4843,114,107045094
2025-02-02T19:10:50.967525,the-punisher,75,alexsio,4840,31,1789941959
2025-02-02T19:10:50.967525,the-punisher,76,KUGLICA,4835,31,637760374
2025-02-02T19:10:50.967525,the-punisher,77,steadyFPS.,4835,35,1439496407
2025-02-02T19:10:50.967525,the-punisher,78,dt.,4834,37,648756222
2025-02-02T19:10:50.967525,the-punisher,79,狙撃神,4833,72,1551711455
2025-02-02T19:10:50.967525,the-punisher,80,Musicow,4833,67,1980504071
2025-02-02T19:10:50.967525,the-punisher,81,no3sup,4833,32,1711116473
2025-02-02T19:10:50.967525,the-punisher,82,Vooshii,4832,48,453106201
2025-02-02T19:10:50.967525,the-punisher,83,Mark-Grayson,4829,78,945989711
2025-02-02T19:10:50.967525,the-punisher,84,Prinz.glr,4828,48,1311410831
2025-02-02T19:10:50.967525,the-punisher,85,DamianBuppy,4826,53,323067278
2025-02-02T19:10:50.967525,the-punisher,86,Misrok,4826,46,2104773477
2025-02-02T19:10:50.967525,the-punisher,87,Lexphen,4824,30,1875023146
2025-02-02T19:10:50.967525,the-punisher,88,MBS1,4823,31,31751795
2025-02-02T19:10:50.967525,the-punisher,89,swag,4823,43,1123612027
2025-02-02T19:10:50.967525,the-punisher,90,zSethh,4823,69,612565774
2025-02-02T19:10:50.967525,the-punisher,91,beats her guts,4822,56,946381874
2025-02-02T19:10:50.967525,the-punisher,92,Aimbotmir,4822,34,1515246074
2025-02-02T19:10:50.967525,the-punisher,93,maxxiep,4821,73,730824562
2025-02-02T19:10:50.967525,the-punisher,94,Siegellz,4820,30,85363062
2025-02-02T19:10:50.967525,the-punisher,95,AeonXYZ,4820,118,898415968
2025-02-02T19:10:50.967525,the-punisher,96,start 2 wonder,4819,133,1727258315
2025-02-02T19:10:50.967525,the-punisher,97,DrBritish,4819,34,1509381037
2025-02-02T19:10:50.967525,the-punisher,98,xKale,4819,31,1469418155
2025-02-02T19:10:50.967525,the-punisher,99,HEAD CLICKER,4818,229,811514105
2025-02-02T19:10:50.967525,the-punisher,100,Hellfire3777,4818,35,1297221568
