timestamp,hero_id,matches,wins
2025-02-03T12:27:59.780109,0,2,0
2025-02-03T12:27:59.780109,1046,14,7
2025-02-03T12:27:59.780109,1047,27,9
2025-02-03T12:27:59.780109,1045,31,18
2025-02-03T12:27:59.780109,1033,4,2
2025-02-03T12:27:59.780109,1040,20,11
2025-02-03T12:27:59.780109,1049,12,4
2025-02-03T12:27:59.780109,1032,33,12
2025-02-03T12:27:59.780109,1035,33,18
2025-02-03T12:27:59.780109,1029,17,12
2025-02-03T12:27:59.780109,1052,6,3
2025-02-03T12:27:59.780109,1030,73,38
2025-02-03T12:27:59.780109,1026,15,6
2025-02-03T12:27:59.780109,1023,59,33
2025-02-03T12:27:59.780109,1034,24,12
2025-02-03T12:27:59.780109,1022,11,5
2025-02-03T12:27:59.780109,1024,30,10
2025-02-03T12:27:59.780109,1015,19,15
2025-02-03T12:27:59.780109,1042,45,19
2025-02-03T12:27:59.780109,1016,27,11
2025-02-03T12:27:59.780109,1020,39,18
2025-02-03T12:27:59.780109,1039,36,20
2025-02-03T12:27:59.780109,1021,14,5
2025-02-03T12:27:59.780109,1048,38,22
2025-02-03T12:27:59.780109,1025,117,54
2025-02-03T12:27:59.780109,1036,12,6
2025-02-03T12:27:59.780109,1041,41,23
2025-02-03T12:27:59.780109,1027,69,38
2025-02-03T12:27:59.780109,1018,89,46
2025-02-03T12:27:59.780109,1031,72,40
2025-02-03T12:27:59.780109,1038,18,9
2025-02-03T12:27:59.780109,1037,43,17
2025-02-03T12:27:59.780109,1011,15,10
2025-02-03T12:27:59.780109,1050,71,39
2025-02-03T12:27:59.780109,1014,63,27
2025-02-03T12:27:59.780109,1043,27,11
2025-02-04T09:10:27.392329+00:00,1018,89,46
2025-02-04T09:10:27.392329+00:00,1050,71,39
2025-02-04T09:10:27.392329+00:00,1024,30,10
2025-02-04T09:10:27.392329+00:00,1029,17,12
2025-02-04T09:10:27.392329+00:00,1041,41,23
2025-02-04T09:10:27.392329+00:00,1026,15,6
2025-02-04T09:10:27.392329+00:00,1014,63,27
2025-02-04T09:10:27.392329+00:00,1036,12,6
2025-02-04T09:10:27.392329+00:00,1020,39,18
2025-02-04T09:10:27.392329+00:00,1040,20,11
2025-02-04T09:10:27.392329+00:00,1038,18,9
2025-02-04T09:10:27.392329+00:00,1035,33,18
2025-02-04T09:10:27.392329+00:00,1027,69,38
2025-02-04T09:10:27.392329+00:00,1034,24,12
2025-02-04T09:10:27.392329+00:00,1033,4,2
2025-02-04T09:10:27.392329+00:00,1022,11,5
2025-02-04T09:10:27.392329+00:00,1025,117,54
2025-02-04T09:10:27.392329+00:00,1049,12,4
2025-02-04T09:10:27.392329+00:00,1045,31,18
2025-02-04T09:10:27.392329+00:00,1052,6,3
2025-02-04T09:10:27.392329+00:00,1031,72,40
2025-02-04T09:10:27.392329+00:00,1015,19,15
2025-02-04T09:10:27.392329+00:00,1042,45,19
2025-02-04T09:10:27.392329+00:00,1037,43,17
2025-02-04T09:10:27.392329+00:00,1032,33,12
2025-02-04T09:10:27.392329+00:00,1016,27,11
2025-02-04T09:10:27.392329+00:00,1039,36,20
2025-02-04T09:10:27.392329+00:00,1011,15,10
2025-02-04T09:10:27.392329+00:00,1048,38,22
2025-02-04T09:10:27.392329+00:00,1030,73,38
2025-02-04T09:10:27.392329+00:00,1043,27,11
2025-02-04T10:05:22.590934+00:00,1022,11,5
2025-02-04T10:05:22.590934+00:00,1033,4,2
2025-02-04T10:05:22.590934+00:00,1043,27,11
2025-02-04T10:05:22.590934+00:00,1039,36,20
2025-02-04T10:05:22.590934+00:00,1011,15,10
2025-02-04T10:05:22.590934+00:00,1020,39,18
2025-02-04T10:05:22.590934+00:00,1052,6,3
2025-02-04T10:05:22.590934+00:00,1042,45,19
2025-02-04T10:05:22.590934+00:00,1035,33,18
2025-02-04T10:05:22.590934+00:00,1016,27,11
2025-02-04T10:05:22.590934+00:00,1037,43,17
2025-02-04T10:05:22.590934+00:00,1040,20,11
2025-02-04T10:05:22.590934+00:00,1014,63,27
2025-02-04T10:05:22.590934+00:00,1045,31,18
2025-02-04T10:05:22.590934+00:00,1049,12,4
2025-02-04T10:05:22.590934+00:00,1036,12,6
2025-02-04T10:05:22.590934+00:00,1038,18,9
2025-02-04T10:05:22.590934+00:00,1041,41,23
2025-02-04T10:05:22.590934+00:00,1030,73,38
2025-02-04T10:05:22.590934+00:00,1032,33,12
2025-02-04T10:05:22.590934+00:00,1026,15,6
2025-02-04T10:05:22.590934+00:00,1024,30,10
2025-02-04T10:05:22.590934+00:00,1018,89,46
2025-02-04T10:05:22.590934+00:00,1027,69,38
2025-02-04T10:05:22.590934+00:00,1015,19,15
2025-02-04T10:05:22.590934+00:00,1050,71,39
2025-02-04T10:05:22.590934+00:00,1029,17,12
2025-02-04T10:05:22.590934+00:00,1031,72,40
2025-02-04T10:05:22.590934+00:00,1048,38,22
2025-02-04T10:05:22.590934+00:00,1025,117,54
2025-02-04T10:05:22.590934+00:00,1034,24,12
2025-02-04T12:28:27.471771+00:00,1024,30,10
2025-02-04T12:28:27.471771+00:00,1031,72,40
2025-02-04T12:28:27.471771+00:00,1049,12,4
2025-02-04T12:28:27.471771+00:00,1030,73,38
2025-02-04T12:28:27.471771+00:00,1039,36,20
2025-02-04T12:28:27.471771+00:00,1048,38,22
2025-02-04T12:28:27.471771+00:00,1018,89,46
2025-02-04T12:28:27.471771+00:00,1043,27,11
2025-02-04T12:28:27.471771+00:00,1040,20,11
2025-02-04T12:28:27.471771+00:00,1027,69,38
2025-02-04T12:28:27.471771+00:00,1020,39,18
2025-02-04T12:28:27.471771+00:00,1041,41,23
2025-02-04T12:28:27.471771+00:00,1015,19,15
2025-02-04T12:28:27.471771+00:00,1034,24,12
2025-02-04T12:28:27.471771+00:00,1016,27,11
2025-02-04T12:28:27.471771+00:00,1045,31,18
2025-02-04T12:28:27.471771+00:00,1052,6,3
2025-02-04T12:28:27.471771+00:00,1029,17,12
2025-02-04T12:28:27.471771+00:00,1050,71,39
2025-02-04T12:28:27.471771+00:00,1042,45,19
2025-02-04T12:28:27.471771+00:00,1026,15,6
2025-02-04T12:28:27.471771+00:00,1011,15,10
2025-02-04T12:28:27.471771+00:00,1022,11,5
2025-02-04T12:28:27.471771+00:00,1037,43,17
2025-02-04T12:28:27.471771+00:00,1038,18,9
2025-02-04T12:28:27.471771+00:00,1014,63,27
2025-02-04T12:28:27.471771+00:00,1025,117,54
2025-02-04T12:28:27.471771+00:00,1035,33,18
2025-02-04T12:28:27.471771+00:00,1032,33,12
2025-02-04T12:28:27.471771+00:00,1033,4,2
2025-02-04T12:28:27.471771+00:00,1036,12,6
2025-02-04T18:19:17.836704+00:00,1038,18,9
2025-02-04T18:19:17.836704+00:00,1040,20,11
2025-02-04T18:19:17.836704+00:00,1049,12,4
2025-02-04T18:19:17.836704+00:00,1022,11,5
2025-02-04T18:19:17.836704+00:00,1018,89,46
2025-02-04T18:19:17.836704+00:00,1027,69,38
2025-02-04T18:19:17.836704+00:00,1032,34,13
2025-02-04T18:19:17.836704+00:00,1014,63,27
2025-02-04T18:19:17.836704+00:00,1029,17,12
2025-02-04T18:19:17.836704+00:00,1048,38,22
2025-02-04T18:19:17.836704+00:00,1015,19,15
2025-02-04T18:19:17.836704+00:00,1036,12,6
2025-02-04T18:19:17.836704+00:00,1030,73,38
2025-02-04T18:19:17.836704+00:00,1025,118,55
2025-02-04T18:19:17.836704+00:00,1020,39,18
2025-02-04T18:19:17.836704+00:00,1024,30,10
2025-02-04T18:19:17.836704+00:00,1037,44,18
2025-02-04T18:19:17.836704+00:00,1016,28,12
2025-02-04T18:19:17.836704+00:00,1011,16,11
2025-02-04T18:19:17.836704+00:00,1052,6,3
2025-02-04T18:19:17.836704+00:00,1034,25,13
2025-02-04T18:19:17.836704+00:00,1031,72,40
2025-02-04T18:19:17.836704+00:00,1035,33,18
2025-02-04T18:19:17.836704+00:00,1042,45,19
2025-02-04T18:19:17.836704+00:00,1043,27,11
2025-02-04T18:19:17.836704+00:00,1041,41,23
2025-02-04T18:19:17.836704+00:00,1026,15,6
2025-02-04T18:19:17.836704+00:00,1033,4,2
2025-02-04T18:19:17.836704+00:00,1045,31,18
2025-02-04T18:19:17.836704+00:00,1039,36,20
2025-02-04T18:19:17.836704+00:00,1050,71,39
2025-02-04T18:24:47.038723+00:00,1025,118,55
2025-02-04T18:24:47.038723+00:00,1014,63,27
2025-02-04T18:24:47.038723+00:00,1035,33,18
2025-02-04T18:24:47.038723+00:00,1011,16,11
2025-02-04T18:24:47.038723+00:00,1050,71,39
2025-02-04T18:24:47.038723+00:00,1016,28,12
2025-02-04T18:24:47.038723+00:00,1043,27,11
2025-02-04T18:24:47.038723+00:00,1034,25,13
2025-02-04T18:24:47.038723+00:00,1052,6,3
2025-02-04T18:24:47.038723+00:00,1037,44,18
2025-02-04T18:24:47.038723+00:00,1015,19,15
2025-02-04T18:24:47.038723+00:00,1038,18,9
2025-02-04T18:24:47.038723+00:00,1039,36,20
2025-02-04T18:24:47.038723+00:00,1045,31,18
2025-02-04T18:24:47.038723+00:00,1022,11,5
2025-02-04T18:24:47.038723+00:00,1030,73,38
2025-02-04T18:24:47.038723+00:00,1020,39,18
2025-02-04T18:24:47.038723+00:00,1032,34,13
2025-02-04T18:24:47.038723+00:00,1031,72,40
2025-02-04T18:24:47.038723+00:00,1033,4,2
2025-02-04T18:24:47.038723+00:00,1027,69,38
2025-02-04T18:24:47.038723+00:00,1040,20,11
2025-02-04T18:24:47.038723+00:00,1026,15,6
2025-02-04T18:24:47.038723+00:00,1041,41,23
2025-02-04T18:24:47.038723+00:00,1024,30,10
2025-02-04T18:24:47.038723+00:00,1036,12,6
2025-02-04T18:24:47.038723+00:00,1029,17,12
2025-02-04T18:24:47.038723+00:00,1042,45,19
2025-02-04T18:24:47.038723+00:00,1048,38,22
2025-02-04T18:24:47.038723+00:00,1018,89,46
2025-02-04T18:24:47.038723+00:00,1049,12,4
2025-02-05T01:07:06.398069+00:00,1040,20,11
2025-02-05T01:07:06.398069+00:00,1014,63,27
2025-02-05T01:07:06.398069+00:00,1018,89,46
2025-02-05T01:07:06.398069+00:00,1039,36,20
2025-02-05T01:07:06.398069+00:00,1037,44,18
2025-02-05T01:07:06.398069+00:00,1030,73,38
2025-02-05T01:07:06.398069+00:00,1041,41,23
2025-02-05T01:07:06.398069+00:00,1050,71,39
2025-02-05T01:07:06.398069+00:00,1031,72,40
2025-02-05T01:07:06.398069+00:00,1034,25,13
2025-02-05T01:07:06.398069+00:00,1035,33,18
2025-02-05T01:07:06.398069+00:00,1038,18,9
2025-02-05T01:07:06.398069+00:00,1011,16,11
2025-02-05T01:07:06.398069+00:00,1015,19,15
2025-02-05T01:07:06.398069+00:00,1022,11,5
2025-02-05T01:07:06.398069+00:00,1052,6,3
2025-02-05T01:07:06.398069+00:00,1048,38,22
2025-02-05T01:07:06.398069+00:00,1027,69,38
2025-02-05T01:07:06.398069+00:00,1033,4,2
2025-02-05T01:07:06.398069+00:00,1045,31,18
2025-02-05T01:07:06.398069+00:00,1020,39,18
2025-02-05T01:07:06.398069+00:00,1026,15,6
2025-02-05T01:07:06.398069+00:00,1043,27,11
2025-02-05T01:07:06.398069+00:00,1032,34,13
2025-02-05T01:07:06.398069+00:00,1029,17,12
2025-02-05T01:07:06.398069+00:00,1049,12,4
2025-02-05T01:07:06.398069+00:00,1024,30,10
2025-02-05T01:07:06.398069+00:00,1042,45,19
2025-02-05T01:07:06.398069+00:00,1016,28,12
2025-02-05T01:07:06.398069+00:00,1036,12,6
2025-02-05T01:07:06.398069+00:00,1025,118,55
2025-02-05T06:19:50.014434+00:00,1048,38,22
2025-02-05T06:19:50.014434+00:00,1043,27,11
2025-02-05T06:19:50.014434+00:00,1038,18,9
2025-02-05T06:19:50.014434+00:00,1018,89,46
2025-02-05T06:19:50.014434+00:00,1040,20,11
2025-02-05T06:19:50.014434+00:00,1020,39,18
2025-02-05T06:19:50.014434+00:00,1041,41,23
2025-02-05T06:19:50.014434+00:00,1014,63,27
2025-02-05T06:19:50.014434+00:00,1034,25,13
2025-02-05T06:19:50.014434+00:00,1032,34,13
2025-02-05T06:19:50.014434+00:00,1026,15,6
2025-02-05T06:19:50.014434+00:00,1016,28,12
2025-02-05T06:19:50.014434+00:00,1025,118,55
2025-02-05T06:19:50.014434+00:00,1049,12,4
2025-02-05T06:19:50.014434+00:00,1030,73,38
2025-02-05T06:19:50.014434+00:00,1031,72,40
2025-02-05T06:19:50.014434+00:00,1050,71,39
2025-02-05T06:19:50.014434+00:00,1052,6,3
2025-02-05T06:19:50.014434+00:00,1036,12,6
2025-02-05T06:19:50.014434+00:00,1037,44,18
2025-02-05T06:19:50.014434+00:00,1022,11,5
2025-02-05T06:19:50.014434+00:00,1015,19,15
2025-02-05T06:19:50.014434+00:00,1027,69,38
2025-02-05T06:19:50.014434+00:00,1029,17,12
2025-02-05T06:19:50.014434+00:00,1011,16,11
2025-02-05T06:19:50.014434+00:00,1042,45,19
2025-02-05T06:19:50.014434+00:00,1033,4,2
2025-02-05T06:19:50.014434+00:00,1035,33,18
2025-02-05T06:19:50.014434+00:00,1039,36,20
2025-02-05T06:19:50.014434+00:00,1024,30,10
2025-02-05T06:19:50.014434+00:00,1045,31,18
2025-02-05T12:28:23.786825+00:00,1018,89,46
2025-02-05T12:28:23.786825+00:00,1050,71,39
2025-02-05T12:28:23.786825+00:00,1014,63,27
2025-02-05T12:28:23.786825+00:00,1015,19,15
2025-02-05T12:28:23.786825+00:00,1041,41,23
2025-02-05T12:28:23.786825+00:00,1036,12,6
2025-02-05T12:28:23.786825+00:00,1027,69,38
2025-02-05T12:28:23.786825+00:00,1022,11,5
2025-02-05T12:28:23.786825+00:00,1029,17,12
2025-02-05T12:28:23.786825+00:00,1031,72,40
2025-02-05T12:28:23.786825+00:00,1035,33,18
2025-02-05T12:28:23.786825+00:00,1048,38,22
2025-02-05T12:28:23.786825+00:00,1026,15,6
2025-02-05T12:28:23.786825+00:00,1045,31,18
2025-02-05T12:28:23.786825+00:00,1040,20,11
2025-02-05T12:28:23.786825+00:00,1020,39,18
2025-02-05T12:28:23.786825+00:00,1034,25,13
2025-02-05T12:28:23.786825+00:00,1032,34,13
2025-02-05T12:28:23.786825+00:00,1037,44,18
2025-02-05T12:28:23.786825+00:00,1016,28,12
2025-02-05T12:28:23.786825+00:00,1052,6,3
2025-02-05T12:28:23.786825+00:00,1011,16,11
2025-02-05T12:28:23.786825+00:00,1024,30,10
2025-02-05T12:28:23.786825+00:00,1033,4,2
2025-02-05T12:28:23.786825+00:00,1039,36,20
2025-02-05T12:28:23.786825+00:00,1030,73,38
2025-02-05T12:28:23.786825+00:00,1042,45,19
2025-02-05T12:28:23.786825+00:00,1049,12,4
2025-02-05T12:28:23.786825+00:00,1043,27,11
2025-02-05T12:28:23.786825+00:00,1038,18,9
2025-02-05T12:28:23.786825+00:00,1025,118,55
2025-02-05T18:19:23.506690+00:00,1022,11,5
2025-02-05T18:19:23.506690+00:00,1016,28,12
2025-02-05T18:19:23.506690+00:00,1036,12,6
2025-02-05T18:19:23.506690+00:00,1037,44,18
2025-02-05T18:19:23.506690+00:00,1026,15,6
2025-02-05T18:19:23.506690+00:00,1020,39,18
2025-02-05T18:19:23.506690+00:00,1033,4,2
2025-02-05T18:19:23.506690+00:00,1035,33,18
2025-02-05T18:19:23.506690+00:00,1041,41,23
2025-02-05T18:19:23.506690+00:00,1014,64,28
2025-02-05T18:19:23.506690+00:00,1040,20,11
2025-02-05T18:19:23.506690+00:00,1050,71,39
2025-02-05T18:19:23.506690+00:00,1015,19,15
2025-02-05T18:19:23.506690+00:00,1025,119,56
2025-02-05T18:19:23.506690+00:00,1024,30,10
2025-02-05T18:19:23.506690+00:00,1048,38,22
2025-02-05T18:19:23.506690+00:00,1042,45,19
2025-02-05T18:19:23.506690+00:00,1034,25,13
2025-02-05T18:19:23.506690+00:00,1052,6,3
2025-02-05T18:19:23.506690+00:00,1011,16,11
2025-02-05T18:19:23.506690+00:00,1018,90,47
2025-02-05T18:19:23.506690+00:00,1049,12,4
2025-02-05T18:19:23.506690+00:00,1045,31,18
2025-02-05T18:19:23.506690+00:00,1032,35,14
2025-02-05T18:19:23.506690+00:00,1038,18,9
2025-02-05T18:19:23.506690+00:00,1043,27,11
2025-02-05T18:19:23.506690+00:00,1030,74,39
2025-02-05T18:19:23.506690+00:00,1027,69,38
2025-02-05T18:19:23.506690+00:00,1029,17,12
2025-02-05T18:19:23.506690+00:00,1031,72,40
2025-02-05T18:19:23.506690+00:00,1039,36,20
2025-02-06T01:07:24.564902+00:00,1033,4,2
2025-02-06T01:07:24.564902+00:00,1048,38,22
2025-02-06T01:07:24.564902+00:00,1016,28,12
2025-02-06T01:07:24.564902+00:00,1027,69,38
2025-02-06T01:07:24.564902+00:00,1052,6,3
2025-02-06T01:07:24.564902+00:00,1040,20,11
2025-02-06T01:07:24.564902+00:00,1020,39,18
2025-02-06T01:07:24.564902+00:00,1031,72,40
2025-02-06T01:07:24.564902+00:00,1029,17,12
2025-02-06T01:07:24.564902+00:00,1041,41,23
2025-02-06T01:07:24.564902+00:00,1026,15,6
2025-02-06T01:07:24.564902+00:00,1022,11,5
2025-02-06T01:07:24.564902+00:00,1050,71,39
2025-02-06T01:07:24.564902+00:00,1037,44,18
2025-02-06T01:07:24.564902+00:00,1011,16,11
2025-02-06T01:07:24.564902+00:00,1039,36,20
2025-02-06T01:07:24.564902+00:00,1030,74,39
2025-02-06T01:07:24.564902+00:00,1043,27,11
2025-02-06T01:07:24.564902+00:00,1032,35,14
2025-02-06T01:07:24.564902+00:00,1034,25,13
2025-02-06T01:07:24.564902+00:00,1014,64,28
2025-02-06T01:07:24.564902+00:00,1018,90,47
2025-02-06T01:07:24.564902+00:00,1042,45,19
2025-02-06T01:07:24.564902+00:00,1038,18,9
2025-02-06T01:07:24.564902+00:00,1024,30,10
2025-02-06T01:07:24.564902+00:00,1049,12,4
2025-02-06T01:07:24.564902+00:00,1035,33,18
2025-02-06T01:07:24.564902+00:00,1015,19,15
2025-02-06T01:07:24.564902+00:00,1045,31,18
2025-02-06T01:07:24.564902+00:00,1025,119,56
2025-02-06T01:07:24.564902+00:00,1036,12,6
2025-02-06T06:20:31.225223+00:00,1014,64,28
2025-02-06T06:20:31.225223+00:00,1042,45,19
2025-02-06T06:20:31.225223+00:00,1052,6,3
2025-02-06T06:20:31.225223+00:00,1025,119,56
2025-02-06T06:20:31.225223+00:00,1035,33,18
2025-02-06T06:20:31.225223+00:00,1033,4,2
2025-02-06T06:20:31.225223+00:00,1020,39,18
2025-02-06T06:20:31.225223+00:00,1036,12,6
2025-02-06T06:20:31.225223+00:00,1050,71,39
2025-02-06T06:20:31.225223+00:00,1043,27,11
2025-02-06T06:20:31.225223+00:00,1016,28,12
2025-02-06T06:20:31.225223+00:00,1015,19,15
2025-02-06T06:20:31.225223+00:00,1048,38,22
2025-02-06T06:20:31.225223+00:00,1024,30,10
2025-02-06T06:20:31.225223+00:00,1037,44,18
2025-02-06T06:20:31.225223+00:00,1032,35,14
2025-02-06T06:20:31.225223+00:00,1031,72,40
2025-02-06T06:20:31.225223+00:00,1027,69,38
2025-02-06T06:20:31.225223+00:00,1022,11,5
2025-02-06T06:20:31.225223+00:00,1040,20,11
2025-02-06T06:20:31.225223+00:00,1045,31,18
2025-02-06T06:20:31.225223+00:00,1018,90,47
2025-02-06T06:20:31.225223+00:00,1030,74,39
2025-02-06T06:20:31.225223+00:00,1038,18,9
2025-02-06T06:20:31.225223+00:00,1026,15,6
2025-02-06T06:20:31.225223+00:00,1049,12,4
2025-02-06T06:20:31.225223+00:00,1034,25,13
2025-02-06T06:20:31.225223+00:00,1039,36,20
2025-02-06T06:20:31.225223+00:00,1011,16,11
2025-02-06T06:20:31.225223+00:00,1041,41,23
2025-02-06T06:20:31.225223+00:00,1029,17,12
2025-02-06T12:28:44.845617+00:00,1022,11,5
2025-02-06T12:28:44.845617+00:00,1049,12,4
2025-02-06T12:28:44.845617+00:00,1040,20,11
2025-02-06T12:28:44.845617+00:00,1027,69,38
2025-02-06T12:28:44.845617+00:00,1016,28,12
2025-02-06T12:28:44.845617+00:00,1032,35,14
2025-02-06T12:28:44.845617+00:00,1035,33,18
2025-02-06T12:28:44.845617+00:00,1037,44,18
2025-02-06T12:28:44.845617+00:00,1041,41,23
2025-02-06T12:28:44.845617+00:00,1052,6,3
2025-02-06T12:28:44.845617+00:00,1014,64,28
2025-02-06T12:28:44.845617+00:00,1050,71,39
2025-02-06T12:28:44.845617+00:00,1043,27,11
2025-02-06T12:28:44.845617+00:00,1018,90,47
2025-02-06T12:28:44.845617+00:00,1038,18,9
2025-02-06T12:28:44.845617+00:00,1033,4,2
2025-02-06T12:28:44.845617+00:00,1015,19,15
2025-02-06T12:28:44.845617+00:00,1024,30,10
2025-02-06T12:28:44.845617+00:00,1048,38,22
2025-02-06T12:28:44.845617+00:00,1036,12,6
2025-02-06T12:28:44.845617+00:00,1039,36,20
2025-02-06T12:28:44.845617+00:00,1034,25,13
2025-02-06T12:28:44.845617+00:00,1026,15,6
2025-02-06T12:28:44.845617+00:00,1030,74,39
2025-02-06T12:28:44.845617+00:00,1025,119,56
2025-02-06T12:28:44.845617+00:00,1045,31,18
2025-02-06T12:28:44.845617+00:00,1011,16,11
2025-02-06T12:28:44.845617+00:00,1042,45,19
2025-02-06T12:28:44.845617+00:00,1029,17,12
2025-02-06T12:28:44.845617+00:00,1020,39,18
2025-02-06T12:28:44.845617+00:00,1031,72,40
2025-02-06T18:19:21.308901+00:00,1048,38,22
2025-02-06T18:19:21.308901+00:00,1043,27,11
2025-02-06T18:19:21.308901+00:00,1029,18,13
2025-02-06T18:19:21.308901+00:00,1041,41,23
2025-02-06T18:19:21.308901+00:00,1026,15,6
2025-02-06T18:19:21.308901+00:00,1049,12,4
2025-02-06T18:19:21.308901+00:00,1052,6,3
2025-02-06T18:19:21.308901+00:00,1024,30,10
2025-02-06T18:19:21.308901+00:00,1038,19,10
2025-02-06T18:19:21.308901+00:00,1031,72,40
2025-02-06T18:19:21.308901+00:00,1033,4,2
2025-02-06T18:19:21.308901+00:00,1015,19,15
2025-02-06T18:19:21.308901+00:00,1037,45,19
2025-02-06T18:19:21.308901+00:00,1035,33,18
2025-02-06T18:19:21.308901+00:00,1042,45,19
2025-02-06T18:19:21.308901+00:00,1045,31,18
2025-02-06T18:19:21.308901+00:00,1020,39,18
2025-02-06T18:19:21.308901+00:00,1027,69,38
2025-02-06T18:19:21.308901+00:00,1034,25,13
2025-02-06T18:19:21.308901+00:00,1011,16,11
2025-02-06T18:19:21.308901+00:00,1032,35,14
2025-02-06T18:19:21.308901+00:00,1022,11,5
2025-02-06T18:19:21.308901+00:00,1018,90,47
2025-02-06T18:19:21.308901+00:00,1050,71,39
2025-02-06T18:19:21.308901+00:00,1014,64,28
2025-02-06T18:19:21.308901+00:00,1040,20,11
2025-02-06T18:19:21.308901+00:00,1025,120,57
2025-02-06T18:19:21.308901+00:00,1030,74,39
2025-02-06T18:19:21.308901+00:00,1039,37,21
2025-02-06T18:19:21.308901+00:00,1016,28,12
2025-02-06T18:19:21.308901+00:00,1036,12,6
2025-02-07T01:07:35.949977+00:00,1022,11,5
2025-02-07T01:07:35.949977+00:00,1035,33,18
2025-02-07T01:07:35.949977+00:00,1049,12,4
2025-02-07T01:07:35.949977+00:00,1016,28,12
2025-02-07T01:07:35.949977+00:00,1042,45,19
2025-02-07T01:07:35.949977+00:00,1026,15,6
2025-02-07T01:07:35.949977+00:00,1033,4,2
2025-02-07T01:07:35.949977+00:00,1048,38,22
2025-02-07T01:07:35.949977+00:00,1024,30,10
2025-02-07T01:07:35.949977+00:00,1041,41,23
2025-02-07T01:07:35.949977+00:00,1011,16,11
2025-02-07T01:07:35.949977+00:00,1014,64,28
2025-02-07T01:07:35.949977+00:00,1032,35,14
2025-02-07T01:07:35.949977+00:00,1031,72,40
2025-02-07T01:07:35.949977+00:00,1040,20,11
2025-02-07T01:07:35.949977+00:00,1039,37,21
2025-02-07T01:07:35.949977+00:00,1038,19,10
2025-02-07T01:07:35.949977+00:00,1037,45,19
2025-02-07T01:07:35.949977+00:00,1043,27,11
2025-02-07T01:07:35.949977+00:00,1029,18,13
2025-02-07T01:07:35.949977+00:00,1018,90,47
2025-02-07T01:07:35.949977+00:00,1015,19,15
2025-02-07T01:07:35.949977+00:00,1036,12,6
2025-02-07T01:07:35.949977+00:00,1025,120,57
2025-02-07T01:07:35.949977+00:00,1045,31,18
2025-02-07T01:07:35.949977+00:00,1034,25,13
2025-02-07T01:07:35.949977+00:00,1030,74,39
2025-02-07T01:07:35.949977+00:00,1027,69,38
2025-02-07T01:07:35.949977+00:00,1050,71,39
2025-02-07T01:07:35.949977+00:00,1052,6,3
2025-02-07T01:07:35.949977+00:00,1020,39,18
2025-02-07T06:20:30.766289+00:00,1020,39,18
2025-02-07T06:20:30.766289+00:00,1040,20,11
2025-02-07T06:20:30.766289+00:00,1050,71,39
2025-02-07T06:20:30.766289+00:00,1018,90,47
2025-02-07T06:20:30.766289+00:00,1016,28,12
2025-02-07T06:20:30.766289+00:00,1037,45,19
2025-02-07T06:20:30.766289+00:00,1030,74,39
2025-02-07T06:20:30.766289+00:00,1025,120,57
